clearance_date,clearance_status,council_district,go_census_tract,go_district,go_highest_offense_desc,go_location,go_location_zip,go_primary_key,go_report_date,go_x_coordinate,go_y_coordinate,highest_nibrs_ucr_offense_description
12-Jan-16,N,7,2.05,I,BURGLARY OF VEHICLE           ,5704 ADAMS AVE                                                                                      ,78756,20165000895,7-Jan-16,3115064,10094149,Theft
7-Jan-16,N,8,17.38,D,THEFT                         ,4625 W WILLIAM CANNON DR                                                                            ,78749,20165000896,7-Jan-16,3082868,10053773,Theft
11-Jan-16,N,2,24.11,F,BURGLARY OF VEHICLE           ,1701 E ST ELMO RD                                                                                   ,78744,20165000897,7-Jan-16,3111836,10050304,Theft
12-Jan-16,N,9,3.06,B,BURGLARY OF VEHICLE           ,1200 BARBARA JORDAN BLVD                                                                            ,78723,20165000899,7-Jan-16,3124571,10085297,Theft
11-Jan-16,N,2,24.22,F,BURGLARY OF VEHICLE           ,6808 S IH 35 SVRD SB                                                                                ,78745,20165000901,7-Jan-16,3105467,10041403,Theft
11-Jan-16,N,5,19.01,D,BURGLARY OF VEHICLE           ,2802 OAK HAVEN DR                                                                                   ,78704,20165000906,7-Jan-16,3101264,10063165,Theft
12-Jan-16,N,2,9800,AP,THEFT                         ,3600 PRESIDENTIAL BLVD                                                                              ,78719,20165000911,7-Jan-16,3138768,10047351,Theft
12-Jan-16,N,1,18.11,I,THEFT OF BICYCLE              ,CAMERON RD / E ST JOHNS AVE                                                                         ,78752,20165000913,7-Jan-16,3129749,10092211,Theft
22-Jan-16,N,6,203.18,A,THEFT BY SHOPLIFTING          ,11200 LAKELINE MALL DR                                                                              ,78613,20165000914,7-Jan-16,3092524,10143916,Theft
11-Jan-16,N,5,20.04,D,THEFT OF AUTO PARTS           ,3909 S LAMAR BLVD NB                                                                                ,78704,20165000916,7-Jan-16,3099609,10058890,Theft
27-Jan-16,N,2,24.27,F,THEFT                         ,6600 ELM CREEK DR                                                                                   ,78744,20165000919,7-Jan-16,3108415,10041271,Theft
11-Jan-16,N,2,9800,AP,THEFT                         ,3600 PRESIDENTIAL BLVD                                                                              ,78719,20165000922,7-Jan-16,3138768,10047351,Theft
,,4,18.2,E,THEFT                         ,8965 RESEARCH BLVD NB                                                                               ,78758,20165000925,7-Jan-16,3119870,10108752,Theft
8-Jan-16,N,4,18.21,E,BURGLARY OF VEHICLE           ,10300 GOLDEN MEADOW DR                                                                              ,78758,20165000927,7-Jan-16,3123262,10111833,Theft
14-Mar-16,N,7,18.39,E,THEFT                         ,13609 N IH 35 SVRD NB                                                                               ,78753,20165000930,7-Jan-16,3135874,10127480,Theft
11-Jan-16,N,8,17.49,D,BURGLARY OF VEHICLE           ,4701 STAGGERBRUSH RD                                                                                ,78749,20165000933,7-Jan-16,3084972,10057406,Theft
11-Jan-16,N,2,24.22,F,BURGLARY OF VEHICLE           ,8008 S CONGRESS AVE                                                                                 ,78748,20165000938,7-Jan-16,3101951,10038046,Theft
12-Feb-16,N,3,20.03,D,THEFT                         ,201 W ST ELMO RD                                                                                    ,78745,20165000942,7-Jan-16,3106421,10052481,Theft
12-Feb-16,N,9,3.06,B,THEFT                         ,5010 OLD MANOR RD                                                                                   ,78723,20165000944,7-Jan-16,3130367,10082464,Theft
13-Jan-16,N,3,23.04,H,BURGLARY OF VEHICLE           ,1300 S PLEASANT VALLEY RD                                                                           ,78741,20165000952,7-Jan-16,3122009,10060910,Theft
12-Jan-16,N,9,7,B,THEFT                         ,1301 NUECES ST                                                                                      ,78701,20165000956,7-Jan-16,3113382,10073934,Theft
29-Jan-16,N,7,2.05,I,THEFT                         ,5400 N LAMAR BLVD                                                                                   ,78756,20165000958,7-Jan-16,3118093,10090507,Theft
19-Jan-16,N,7,15.04,I,THEFT                         ,2103 W ANDERSON LN                                                                                  ,78757,20165000965,7-Jan-16,3118108,10102343,Theft
8-Jan-16,N,,,D,THEFT                         ,4970 W US 290 HWY SVRD WB                                                                           ,,20165000972,7-Jan-16,3090597,10057931,Theft
,,4,18.23,E,THEFT                         ,405 E BRAKER LN                                                                                     ,78753,20165000980,7-Jan-16,3133607,10111042,Theft
11-Jan-16,N,2,24.12,F,BURGLARY OF VEHICLE           ,4711 CREEK BEND DR                                                                                  ,78744,20165000981,7-Jan-16,3112683,10040053,Theft
14-Mar-16,N,4,18.06,E,THEFT                         ,8010 N IH 35 SB                                                                                     ,78753,20165000982,7-Jan-16,3127717,10098107,Theft
14-Jan-16,N,9,3.05,B,BREACH OF COMPUTER SECURITY   ,4527 SPEEDWAY                                                                                       ,78751,20165000986,7-Jan-16,3118896,10086198,Theft
9-Mar-16,N,7,18.47,A,THEFT                         ,12803 MEEHAN DR                                                                                     ,78727,20165000990,7-Jan-16,3130404,10125294,Theft
21-Jan-16,N,6,17.85,A,SEXUAL ASSAULT W/ OBJECT      ,,78727,20165001071,7-Jan-16,,,Rape
11-Jan-16,N,7,18.39,E,BURGLARY NON RESIDENCE        ,1500 ARIAL DR                                                                                       ,78753,20165001392,7-Jan-16,3142462,10116686,Burglary
11-Jan-16,N,7,18.39,E,BURGLARY NON RESIDENCE        ,1501 ARIAL DR                                                                                       ,78753,20165001393,7-Jan-16,3142374,10116555,Burglary
,,9,11,G,THEFT                         ,323 E 6TH ST                                                                                        ,78701,20168000088,7-Jan-16,3115326,10070387,Theft
11-Jan-16,N,9,23.08,D,BURGLARY OF VEHICLE           ,501 E OLTORF ST                                                                                     ,78704,20168000089,7-Jan-16,3111998,10059421,Theft
19-Aug-16,N,10,25,A,THEFT                         ,11406 BUNTING DR                                                                                    ,78759,20168000090,7-Jan-16,3107235,10125886,Theft
11-Jan-16,N,5,17.47,F,BURGLARY OF VEHICLE           ,9506 MARSH DR                                                                                       ,78748,20168000091,7-Jan-16,3086957,10038744,Theft
,,,,UK,THEFT                         ,2901 S CAP OF TEXAS HWY                                                                             ,,20165010210,9-Mar-16,,,Theft
12-Jan-16,N,9,12,G,THEFT OF BICYCLE              ,111 SANDRA MURAIDA WAY                                                                              ,78703,20168000092,7-Jan-16,3110547,10070439,Theft
12-Jan-16,N,7,15.01,B,BURGLARY OF VEHICLE           ,2608 PINEWOOD TER                                                                                   ,78757,20168000094,7-Jan-16,3115005,10100873,Theft
18-Jan-16,N,9,11,G,THEFT                         ,617 RED RIVER ST                                                                                    ,78701,20168000098,7-Jan-16,3116235,10070504,Theft
1-Mar-16,N,2,24.27,F,THEFT                         ,2410 MAGIN MEADOW DR                                                                                ,78744,20168000099,7-Jan-16,3109036,10038573,Theft
14-Mar-16,N,9,11,G,THEFT                         ,201 LAVACA ST                                                                                       ,78701,201680042,8-Jan-16,3113239,10069720,Theft
10-Jan-16,N,1,22.02,C,ROBBERY BY ASSAULT            ,6700 BLOCK WENTWORTH DR                                                                             ,78724,201680044,8-Jan-16,3149245,10080804,Robbery
13-Jan-16,N,4,21.05,I,AUTO THEFT                    ,5327 CAMERON RD                                                                                     ,78723,201680079,8-Jan-16,3125215,10086639,Auto Theft
15-Jan-16,O,2,24.1,F,AGG ASLT STRANGLE/SUFFOCATE   ,800 TURTLE CREEK BLVD                                                                               ,78745,201680108,8-Jan-16,3101246,10047052,Agg Assault
12-Jan-16,N,4,21.05,I,THEFT BY SHOPLIFTING          ,5345 N IH 35 SVRD NB                                                                                ,78723,201680116,8-Jan-16,3125095,10087249,Theft
8-Jan-16,C,9,5,B,BURGLARY OF RESIDENCE         ,302 E 34TH ST                                                                                       ,78705,201680178,8-Jan-16,3117164,10081619,Burglary
13-Jan-16,C,5,24.21,F,AGG ASLT STRANGLE/SUFFOCATE   ,10001 S 1ST ST                                                                                      ,78748,201680210,8-Jan-16,3097404,10031430,Agg Assault
1-Mar-16,N,10,2.04,B,BURGLARY NON RESIDENCE        ,1206 W 38TH ST                                                                                      ,78756,201680290,8-Jan-16,3113246,10084752,Burglary
20-Jan-16,N,2,24.31,H,BURGLARY OF VEHICLE           ,7501 E BEN WHITE BLVD EB                                                                            ,78744,201680344,8-Jan-16,3130365,10052330,Theft
9-Mar-16,N,10,17.18,B,BURG NON RESIDENCE SHEDS      ,3517 NORTH HILLS DR                                                                                 ,78731,201680373,8-Jan-16,3109776,10100172,Burglary
6-Apr-16,N,1,21.08,C,THEFT BY SHOPLIFTING          ,6518 ED BLUESTEIN BLVD SB                                                                           ,78723,201680375,8-Jan-16,3139623,10084179,Theft
